cluster_1_span,cluster_1_mean,cluster_1_grad,cluster_1_std,cluster_2_span,cluster_2_mean,cluster_2_grad,cluster_2_std,cluster_3_span,cluster_3_mean,cluster_3_grad,cluster_3_std,cluster_4_span,cluster_4_mean,cluster_4_grad,cluster_4_std,file,label
1.2391837689159741,17.334821428571427,-0.0977510348342773,7.718903219986089,0.9424777960769379,16.8,0.22303885587207006,6.934050840658152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054130,1
1.7976891295541595,27.150837988826815,15.341442711243301,184.02565514937154,1.7976891295541595,27.150837988826815,15.341442711243301,184.02565514937154,1.1344640137963147,37.275,0.33626431110918065,18.10250105549369,0.0,0.0,0.0,0.0,1167250,1
0.6632251157578457,16.977777777777778,-1.8832072344646806,12.99718707998054,3.4732052114687155,16.36904761904762,0.277387570606991,6.213289494877142,0.10471975511966036,17.227272727272727,-10.728342388418884,69.23482791593982,3.4732052114687155,16.36904761904762,0.277387570606991,6.213289494877142,1494273,1
2.8797932657906435,18.853448275862068,0.554874661631996,8.454402022987267,1.7802358370342162,16.809322033898304,0.06621397096124956,7.934805701335852,0.0,16.25,0.0,8.125,0.0,0.0,0.0,0.0,1603077,1
3.438298626428829,18.205128205128204,1.7692367679691767,14.799641517141323,0.05235987755982929,18.575,-20.631737118243183,150.35619500984458,0.034906585039886195,18.6875,22.137005720963874,163.3810486897448,3.438298626428829,18.205128205128204,1.7692367679691767,14.799641517141323,1609861,1
1.7627825445142724,20.224381625441698,0.2705088999152349,7.838611728488027,1.012290966156711,17.213636363636365,1.2199470878931227,11.84190550191521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814602,1
1.1170107212763711,16.701923076923077,1.3318012834963415,10.311860472409235,3.8920842319473543,16.363636363636363,0.3143873685659779,6.484593867865455,0.13962634015954656,17.0,0.0,5.847307921990848,3.8920842319473543,16.363636363636363,0.3143873685659779,6.484593867865455,1900251,1
1.9547687622336496,18.3510101010101,0.4914368435592491,8.704753999646655,1.8500490071139888,17.829646017699115,-0.08435992114203639,6.765059652711188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935350,1
0.9599310885968819,16.25,0.09955293409430323,5.876352643150351,0.9599310885968819,16.25,0.09955293409430323,5.876352643150351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965717,1
0.8028514559173914,16.166666666666668,0.7793249321896836,7.29558518721719,0.7504915783575616,16.666666666666668,1.915243535878306,16.224616443731133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055581,1
